date,product_id,store_id,units_sold,price,promotion_flag
2024-08-04,P001,STORE_001,13,10.0,False
2024-08-05,P001,STORE_001,21,10.0,False
2024-08-06,P001,STORE_001,26,10.0,False
2024-08-07,P001,STORE_001,23,10.0,False
2024-08-08,P001,STORE_001,0,10.0,False
2024-08-09,P001,STORE_001,21,10.0,False
2024-08-10,P001,STORE_001,19,10.0,False
2024-08-11,P001,STORE_001,0,10.0,False
2024-08-12,P001,STORE_001,22,10.0,False
2024-08-13,P001,STORE_001,24,10.0,False
2024-08-14,P001,STORE_001,25,10.0,False
2024-08-15,P001,STORE_001,26,10.0,True
2024-08-16,P001,STORE_001,15,10.0,False
2024-08-17,P001,STORE_001,23,10.0,True
2024-08-18,P001,STORE_001,18,10.0,False
2024-08-19,P001,STORE_001,27,10.0,True
2024-08-20,P001,STORE_001,20,10.0,False
2024-08-21,P001,STORE_001,22,10.0,False
2024-08-22,P001,STORE_001,22,10.0,False
2024-08-23,P001,STORE_001,16,10.0,False
2024-08-24,P001,STORE_001,17,10.0,False
2024-08-25,P001,STORE_001,21,10.0,True
2024-08-26,P001,STORE_001,21,10.0,False
2024-08-27,P001,STORE_001,20,10.0,False
2024-08-28,P001,STORE_001,24,10.0,False
2024-08-29,P001,STORE_001,19,10.0,False
2024-08-30,P001,STORE_001,98,10.0,True
2024-08-31,P001,STORE_001,14,10.0,False
2024-09-01,P001,STORE_001,19,10.0,False
2024-09-02,P001,STORE_001,19,10.0,False
2024-09-03,P001,STORE_001,23,10.0,False
2024-09-04,P001,STORE_001,99,10.0,False
2024-09-05,P001,STORE_001,17,10.0,False
2024-09-06,P001,STORE_001,15,10.0,False
2024-09-07,P001,STORE_001,0,10.0,False
2024-09-08,P001,STORE_001,11,10.0,False
2024-09-09,P001,STORE_001,19,10.0,False
2024-09-10,P001,STORE_001,23,10.0,False
2024-09-11,P001,STORE_001,21,10.0,False
2024-09-12,P001,STORE_001,22,10.0,False
2024-09-13,P001,STORE_001,20,10.0,False
2024-09-14,P001,STORE_001,19,10.0,False
2024-09-15,P001,STORE_001,15,10.0,False
2024-09-16,P001,STORE_001,15,10.0,False
2024-09-17,P001,STORE_001,21,10.0,False
2024-09-18,P001,STORE_001,21,10.0,False
2024-09-19,P001,STORE_001,0,10.0,False
2024-09-20,P001,STORE_001,21,10.0,False
2024-09-21,P001,STORE_001,16,10.0,False
2024-09-22,P001,STORE_001,16,10.0,False
2024-09-23,P001,STORE_001,19,10.0,False
2024-09-24,P001,STORE_001,23,10.0,False
2024-09-25,P001,STORE_001,27,10.0,True
2024-09-26,P001,STORE_001,15,10.0,False
2024-09-27,P001,STORE_001,15,10.0,False
2024-09-28,P001,STORE_001,14,10.0,False
2024-09-29,P001,STORE_001,16,10.0,False
2024-09-30,P001,STORE_001,18,10.0,False
2024-10-01,P001,STORE_001,19,10.0,False
2024-10-02,P001,STORE_001,22,10.0,False
2024-10-03,P001,STORE_001,19,10.0,False
2024-10-04,P001,STORE_001,17,10.0,False
2024-10-05,P001,STORE_001,71,10.0,True
2024-10-06,P001,STORE_001,14,10.0,False
2024-10-07,P001,STORE_001,18,10.0,False
2024-10-08,P001,STORE_001,30,10.0,True
2024-10-09,P001,STORE_001,0,10.0,False
2024-10-10,P001,STORE_001,21,10.0,False
2024-10-11,P001,STORE_001,18,10.0,False
2024-10-12,P001,STORE_001,16,10.0,False
2024-10-13,P001,STORE_001,17,10.0,False
2024-10-14,P001,STORE_001,20,10.0,False
2024-10-15,P001,STORE_001,20,10.0,False
2024-10-16,P001,STORE_001,21,10.0,False
2024-10-17,P001,STORE_001,17,10.0,False
2024-10-18,P001,STORE_001,0,10.0,False
2024-10-19,P001,STORE_001,19,10.0,False
2024-10-20,P001,STORE_001,15,10.0,False
2024-10-21,P001,STORE_001,24,10.0,True
2024-10-22,P001,STORE_001,20,10.0,False
2024-10-23,P001,STORE_001,23,10.0,False
2024-10-24,P001,STORE_001,18,10.0,False
2024-10-25,P001,STORE_001,15,10.0,False
2024-10-26,P001,STORE_001,17,10.0,False
2024-10-27,P001,STORE_001,14,10.0,False
2024-10-28,P001,STORE_001,0,10.0,False
2024-10-29,P001,STORE_001,22,10.0,False
2024-10-30,P001,STORE_001,19,10.0,False
2024-10-31,P001,STORE_001,25,10.0,False
2024-11-01,P001,STORE_001,21,10.0,False
2024-11-02,P001,STORE_001,16,10.0,False
2024-11-03,P001,STORE_001,17,10.0,False
2024-11-04,P001,STORE_001,21,10.0,False
2024-11-05,P001,STORE_001,21,10.0,False
2024-11-06,P001,STORE_001,25,10.0,False
2024-11-07,P001,STORE_001,0,10.0,False
2024-11-08,P001,STORE_001,0,10.0,False
2024-11-09,P001,STORE_001,16,10.0,False
2024-11-10,P001,STORE_001,22,10.0,True
2024-11-11,P001,STORE_001,23,10.0,False
2024-11-12,P001,STORE_001,24,10.0,False
2024-11-13,P001,STORE_001,22,10.0,False
2024-11-14,P001,STORE_001,20,10.0,False
2024-11-15,P001,STORE_001,18,10.0,False
2024-11-16,P001,STORE_001,18,10.0,False
2024-11-17,P001,STORE_001,15,10.0,False
2024-11-18,P001,STORE_001,22,10.0,False
2024-11-19,P001,STORE_001,26,10.0,False
2024-11-20,P001,STORE_001,26,10.0,False
2024-11-21,P001,STORE_001,21,10.0,False
2024-11-22,P001,STORE_001,21,10.0,False
2024-11-23,P001,STORE_001,19,10.0,False
2024-11-24,P001,STORE_001,19,10.0,False
2024-11-25,P001,STORE_001,21,10.0,False
2024-11-26,P001,STORE_001,25,10.0,False
2024-11-27,P001,STORE_001,38,10.0,True
2024-11-28,P001,STORE_001,23,10.0,False
2024-11-29,P001,STORE_001,18,10.0,False
2024-11-30,P001,STORE_001,16,10.0,False
2024-12-01,P001,STORE_001,19,10.0,False
2024-12-02,P001,STORE_001,21,10.0,False
2024-12-03,P001,STORE_001,23,10.0,False
2024-12-04,P001,STORE_001,25,10.0,False
2024-12-05,P001,STORE_001,34,10.0,True
2024-12-06,P001,STORE_001,21,10.0,False
2024-12-07,P001,STORE_001,18,10.0,False
2024-12-08,P001,STORE_001,19,10.0,False
2024-12-09,P001,STORE_001,26,10.0,False
2024-12-10,P001,STORE_001,24,10.0,False
2024-12-11,P001,STORE_001,23,10.0,False
2024-12-12,P001,STORE_001,24,10.0,False
2024-12-13,P001,STORE_001,30,10.0,True
2024-12-14,P001,STORE_001,20,10.0,False
2024-12-15,P001,STORE_001,31,10.0,True
2024-12-16,P001,STORE_001,25,10.0,False
2024-12-17,P001,STORE_001,26,10.0,False
2024-12-18,P001,STORE_001,28,10.0,False
2024-12-19,P001,STORE_001,25,10.0,False
2024-12-20,P001,STORE_001,19,10.0,False
2024-12-21,P001,STORE_001,19,10.0,False
2024-12-22,P001,STORE_001,21,10.0,False
2024-12-23,P001,STORE_001,24,10.0,False
2024-12-24,P001,STORE_001,27,10.0,False
2024-12-25,P001,STORE_001,0,10.0,False
2024-12-26,P001,STORE_001,27,10.0,False
2024-12-27,P001,STORE_001,35,10.0,True
2024-12-28,P001,STORE_001,28,10.0,True
2024-12-29,P001,STORE_001,19,10.0,False
2024-12-30,P001,STORE_001,25,10.0,False
2024-12-31,P001,STORE_001,29,10.0,False
2023-01-01,P002,STORE_001,8,25.0,False
2023-01-02,P002,STORE_001,12,25.0,False
2023-01-03,P002,STORE_001,8,25.0,False
2023-01-04,P002,STORE_001,0,25.0,False
2023-01-05,P002,STORE_001,5,25.0,False
2023-01-06,P002,STORE_001,8,25.0,False
2023-01-07,P002,STORE_001,6,25.0,False
2023-01-08,P002,STORE_001,12,25.0,True
2023-01-09,P002,STORE_001,6,25.0,False
2023-01-10,P002,STORE_001,10,25.0,False
2023-01-11,P002,STORE_001,7,25.0,False
2023-01-12,P002,STORE_001,7,25.0,False
2023-01-13,P002,STORE_001,5,25.0,False
2023-01-14,P002,STORE_001,4,25.0,False
2023-01-15,P002,STORE_001,7,25.0,False
2023-01-16,P002,STORE_001,7,25.0,False
2023-01-17,P002,STORE_001,11,25.0,False
2023-01-18,P002,STORE_001,11,25.0,False
2023-01-19,P002,STORE_001,18,25.0,True
2023-01-20,P002,STORE_001,7,25.0,False
2023-01-21,P002,STORE_001,7,25.0,False
2023-01-22,P002,STORE_001,6,25.0,False
2023-01-23,P002,STORE_001,8,25.0,False
2023-01-24,P002,STORE_001,13,25.0,False
2023-01-25,P002,STORE_001,13,25.0,False
2023-01-26,P002,STORE_001,10,25.0,False
2023-01-27,P002,STORE_001,7,25.0,False
2023-01-28,P002,STORE_001,7,25.0,False
2023-01-29,P002,STORE_001,12,25.0,True
2023-01-30,P002,STORE_001,13,25.0,False
2023-01-31,P002,STORE_001,18,25.0,True
2023-02-01,P002,STORE_001,12,25.0,False
2023-02-02,P002,STORE_001,11,25.0,False
2023-02-03,P002,STORE_001,9,25.0,False
2023-02-04,P002,STORE_001,10,25.0,False
2023-02-05,P002,STORE_001,12,25.0,True
2023-02-06,P002,STORE_001,16,25.0,True
2023-02-07,P002,STORE_001,11,25.0,False
2023-02-08,P002,STORE_001,14,25.0,False
2023-02-09,P002,STORE_001,10,25.0,False
2023-02-10,P002,STORE_001,31,25.0,False
2023-02-11,P002,STORE_001,0,25.0,False
2023-02-12,P002,STORE_001,13,25.0,False
2023-02-13,P002,STORE_001,13,25.0,False
2023-02-14,P002,STORE_001,12,25.0,False
2023-02-15,P002,STORE_001,10,25.0,False
2023-02-16,P002,STORE_001,12,25.0,False
2023-02-17,P002,STORE_001,11,25.0,False
2023-02-18,P002,STORE_001,9,25.0,False
2023-02-19,P002,STORE_001,7,25.0,False
2023-02-20,P002,STORE_001,8,25.0,False
2023-02-21,P002,STORE_001,12,25.0,False
2023-02-22,P002,STORE_001,11,25.0,False
2023-02-23,P002,STORE_001,11,25.0,False
2023-02-24,P002,STORE_001,9,25.0,False
2023-02-25,P002,STORE_001,5,25.0,False
2023-02-26,P002,STORE_001,10,25.0,False
2023-02-27,P002,STORE_001,14,25.0,True
2023-02-28,P002,STORE_001,0,25.0,False
2023-03-01,P002,STORE_001,11,25.0,False
2023-03-02,P002,STORE_001,12,25.0,False
2023-03-03,P002,STORE_001,9,25.0,False
2023-03-04,P002,STORE_001,14,25.0,True
2023-03-05,P002,STORE_001,10,25.0,False
2023-03-06,P002,STORE_001,16,25.0,True
2023-03-07,P002,STORE_001,21,25.0,True
2023-03-08,P002,STORE_001,11,25.0,False
2023-03-09,P002,STORE_001,0,25.0,False
2023-03-10,P002,STORE_001,11,25.0,False
2023-03-11,P002,STORE_001,12,25.0,False
2023-03-12,P002,STORE_001,13,25.0,False
2023-03-13,P002,STORE_001,12,25.0,False
2023-03-14,P002,STORE_001,13,25.0,False
2023-03-15,P002,STORE_001,15,25.0,False
2023-03-16,P002,STORE_001,18,25.0,True
2023-03-17,P002,STORE_001,11,25.0,False
2023-03-18,P002,STORE_001,9,25.0,False
2023-03-19,P002,STORE_001,10,25.0,False
2023-03-20,P002,STORE_001,9,25.0,False
2023-03-21,P002,STORE_001,14,25.0,False
2023-03-22,P002,STORE_001,16,25.0,False
2023-03-23,P002,STORE_001,10,25.0,False
2023-03-24,P002,STORE_001,9,25.0,False
2023-03-25,P002,STORE_001,7,25.0,False
2023-03-26,P002,STORE_001,9,25.0,False
2023-03-27,P002,STORE_001,11,25.0,False
2023-03-28,P002,STORE_001,13,25.0,False
2023-03-29,P002,STORE_001,14,25.0,False
2023-03-30,P002,STORE_001,18,25.0,True
2023-03-31,P002,STORE_001,11,25.0,False
2023-04-01,P002,STORE_001,10,25.0,False
2023-04-02,P002,STORE_001,6,25.0,False
2023-04-03,P002,STORE_001,11,25.0,False
2023-04-04,P002,STORE_001,9,25.0,False
2023-04-05,P002,STORE_001,12,25.0,False
2023-04-06,P002,STORE_001,15,25.0,False
2023-04-07,P002,STORE_001,8,25.0,False
2023-04-08,P002,STORE_001,5,25.0,False
2023-04-09,P002,STORE_001,9,25.0,False
2023-04-10,P002,STORE_001,8,25.0,False
2023-04-11,P002,STORE_001,14,25.0,False
2023-04-12,P002,STORE_001,17,25.0,True
2023-04-13,P002,STORE_001,7,25.0,False
2023-04-14,P002,STORE_001,13,25.0,False
2023-04-15,P002,STORE_001,9,25.0,False
2023-04-16,P002,STORE_001,3,25.0,False
2023-04-17,P002,STORE_001,8,25.0,False
2023-04-18,P002,STORE_001,12,25.0,False
2023-04-19,P002,STORE_001,14,25.0,False
2023-04-20,P002,STORE_001,9,25.0,False
2023-04-21,P002,STORE_001,11,25.0,False
2023-04-22,P002,STORE_001,7,25.0,False
2023-04-23,P002,STORE_001,8,25.0,False
2023-04-24,P002,STORE_001,10,25.0,False
2023-04-25,P002,STORE_001,16,25.0,True
2023-04-26,P002,STORE_001,14,25.0,False
2023-04-27,P002,STORE_001,10,25.0,False
2023-04-28,P002,STORE_001,15,25.0,True
2023-04-29,P002,STORE_001,10,25.0,False
2023-04-30,P002,STORE_001,0,25.0,True
2023-05-01,P002,STORE_001,11,25.0,False
2023-05-02,P002,STORE_001,16,25.0,False
2023-05-03,P002,STORE_001,12,25.0,False
2023-05-04,P002,STORE_001,14,25.0,False
2023-05-05,P002,STORE_001,9,25.0,False
2023-05-06,P002,STORE_001,9,25.0,False
2023-05-07,P002,STORE_001,15,25.0,True
2023-05-08,P002,STORE_001,0,25.0,False
2023-05-09,P002,STORE_001,12,25.0,False
2023-05-10,P002,STORE_001,15,25.0,False
2023-05-11,P002,STORE_001,11,25.0,False
2023-05-12,P002,STORE_001,11,25.0,False
2023-05-13,P002,STORE_001,13,25.0,True
2023-05-14,P002,STORE_001,0,25.0,False
2023-05-15,P002,STORE_001,8,25.0,False
2023-05-16,P002,STORE_001,10,25.0,False
2023-05-17,P002,STORE_001,15,25.0,False
2023-05-18,P002,STORE_001,13,25.0,False
2023-05-19,P002,STORE_001,12,25.0,False
2023-05-20,P002,STORE_001,7,25.0,False
2023-05-21,P002,STORE_001,7,25.0,False
2023-05-22,P002,STORE_001,13,25.0,True
2023-05-23,P002,STORE_001,13,25.0,False
2023-05-24,P002,STORE_001,14,25.0,False
2023-05-25,P002,STORE_001,13,25.0,False
2023-05-26,P002,STORE_001,15,25.0,True
2023-05-27,P002,STORE_001,6,25.0,False
2023-05-28,P002,STORE_001,7,25.0,False
2023-05-29,P002,STORE_001,12,25.0,False
2023-05-30,P002,STORE_001,12,25.0,False
2023-05-31,P002,STORE_001,15,25.0,False
2023-06-01,P002,STORE_001,11,25.0,False
2023-06-02,P002,STORE_001,7,25.0,False
2023-06-03,P002,STORE_001,12,25.0,False
2023-06-04,P002,STORE_001,0,25.0,False
2023-06-05,P002,STORE_001,10,25.0,False
2023-06-06,P002,STORE_001,10,25.0,False
2023-06-07,P002,STORE_001,13,25.0,False
2023-06-08,P002,STORE_001,15,25.0,False
2023-06-09,P002,STORE_001,9,25.0,False
2023-06-10,P002,STORE_001,13,25.0,True
2023-06-11,P002,STORE_001,6,25.0,False
2023-06-12,P002,STORE_001,11,25.0,False
2023-06-13,P002,STORE_001,14,25.0,False
2023-06-14,P002,STORE_001,16,25.0,True
2023-06-15,P002,STORE_001,9,25.0,False
2023-06-16,P002,STORE_001,6,25.0,False
2023-06-17,P002,STORE_001,0,25.0,False
2023-06-18,P002,STORE_001,12,25.0,False
2023-06-19,P002,STORE_001,13,25.0,False
2023-06-20,P002,STORE_001,12,25.0,False
2023-06-21,P002,STORE_001,11,25.0,False
2023-06-22,P002,STORE_001,9,25.0,False
2023-06-23,P002,STORE_001,8,25.0,False
2023-06-24,P002,STORE_001,7,25.0,False
2023-06-25,P002,STORE_001,7,25.0,False
2023-06-26,P002,STORE_001,9,25.0,False
2023-06-27,P002,STORE_001,11,25.0,False
2023-06-28,P002,STORE_001,8,25.0,False
2023-06-29,P002,STORE_001,13,25.0,False
2023-06-30,P002,STORE_001,11,25.0,False
2023-07-01,P002,STORE_001,7,25.0,False
2023-07-02,P002,STORE_001,9,25.0,False
2023-07-03,P002,STORE_001,11,25.0,False
2023-07-04,P002,STORE_001,9,25.0,False
2023-07-05,P002,STORE_001,18,25.0,True
2023-07-06,P002,STORE_001,8,25.0,False
2023-07-07,P002,STORE_001,9,25.0,False
2023-07-08,P002,STORE_001,7,25.0,False
2023-07-09,P002,STORE_001,6,25.0,False
2023-07-10,P002,STORE_001,7,25.0,False
2023-07-11,P002,STORE_001,0,25.0,False
2023-07-12,P002,STORE_001,10,25.0,False
2023-07-13,P002,STORE_001,13,25.0,True
2023-07-14,P002,STORE_001,7,25.0,False
2023-07-15,P002,STORE_001,7,25.0,False
2023-07-16,P002,STORE_001,7,25.0,False
2023-07-17,P002,STORE_001,9,25.0,False
2023-07-18,P002,STORE_001,10,25.0,False
2023-07-19,P002,STORE_001,9,25.0,False
2023-07-20,P002,STORE_001,9,25.0,False
2023-07-21,P002,STORE_001,4,25.0,False
2023-07-22,P002,STORE_001,6,25.0,False
2023-07-23,P002,STORE_001,4,25.0,False
2023-07-24,P002,STORE_001,7,25.0,False
2023-07-25,P002,STORE_001,9,25.0,False
2023-07-26,P002,STORE_001,9,25.0,False
2023-07-27,P002,STORE_001,16,25.0,True
2023-07-28,P002,STORE_001,6,25.0,False
2023-07-29,P002,STORE_001,6,25.0,False
2023-07-30,P002,STORE_001,4,25.0,False
2023-07-31,P002,STORE_001,9,25.0,False
2023-08-01,P002,STORE_001,8,25.0,False
2023-08-02,P002,STORE_001,11,25.0,False
2023-08-03,P002,STORE_001,11,25.0,False
2023-08-04,P002,STORE_001,4,25.0,False
2023-08-05,P002,STORE_001,5,25.0,False
2023-08-06,P002,STORE_001,0,25.0,False
2023-08-07,P002,STORE_001,12,25.0,True
2023-08-08,P002,STORE_001,10,25.0,False
2023-08-09,P002,STORE_001,8,25.0,False
2023-08-10,P002,STORE_001,8,25.0,False
2023-08-11,P002,STORE_001,9,25.0,False
2023-08-12,P002,STORE_001,9,25.0,False
2023-08-13,P002,STORE_001,5,25.0,False
2023-08-14,P002,STORE_001,0,25.0,False
2023-08-15,P002,STORE_001,10,25.0,False
2023-08-16,P002,STORE_001,8,25.0,False
2023-08-17,P002,STORE_001,12,25.0,True
2023-08-18,P002,STORE_001,6,25.0,False
2023-08-19,P002,STORE_001,7,25.0,True
2023-08-20,P002,STORE_001,5,25.0,False
2023-08-21,P002,STORE_001,8,25.0,False
2023-08-22,P002,STORE_001,7,25.0,False
2023-08-23,P002,STORE_001,11,25.0,False
2023-08-24,P002,STORE_001,0,25.0,False
2023-08-25,P002,STORE_001,8,25.0,False
2023-08-26,P002,STORE_001,9,25.0,False
2023-08-27,P002,STORE_001,4,25.0,False
2023-08-28,P002,STORE_001,6,25.0,False
2023-08-29,P002,STORE_001,36,25.0,False
2023-08-30,P002,STORE_001,0,25.0,False
2023-08-31,P002,STORE_001,7,25.0,False
2023-09-01,P002,STORE_001,7,25.0,False
2023-09-02,P002,STORE_001,5,25.0,False
2023-09-03,P002,STORE_001,7,25.0,False
2023-09-04,P002,STORE_001,8,25.0,False
2023-09-05,P002,STORE_001,7,25.0,False
2023-09-06,P002,STORE_001,5,25.0,False
2023-09-07,P002,STORE_001,11,25.0,False
2023-09-08,P002,STORE_001,8,25.0,False
2023-09-09,P002,STORE_001,5,25.0,False
2023-09-10,P002,STORE_001,3,25.0,False
2023-09-11,P002,STORE_001,13,25.0,False
2023-09-12,P002,STORE_001,10,25.0,True
2023-09-13,P002,STORE_001,10,25.0,False
2023-09-14,P002,STORE_001,5,25.0,False
2023-09-15,P002,STORE_001,9,25.0,False
2023-09-16,P002,STORE_001,7,25.0,False
2023-09-17,P002,STORE_001,8,25.0,False
2023-09-18,P002,STORE_001,0,25.0,False
2023-09-19,P002,STORE_001,13,25.0,True
2023-09-20,P002,STORE_001,11,25.0,False
2023-09-21,P002,STORE_001,8,25.0,False
2023-09-22,P002,STORE_001,8,25.0,True
2023-09-23,P002,STORE_001,2,25.0,False
2023-09-24,P002,STORE_001,5,25.0,False
2023-09-25,P002,STORE_001,11,25.0,False
2023-09-26,P002,STORE_001,7,25.0,False
2023-09-27,P002,STORE_001,13,25.0,False
2023-09-28,P002,STORE_001,7,25.0,False
2023-09-29,P002,STORE_001,5,25.0,False
2023-09-30,P002,STORE_001,8,25.0,False
2023-10-01,P002,STORE_001,7,25.0,False
2023-10-02,P002,STORE_001,10,25.0,False
2023-10-03,P002,STORE_001,8,25.0,False
2023-10-04,P002,STORE_001,6,25.0,False
2023-10-05,P002,STORE_001,8,25.0,False
2023-10-06,P002,STORE_001,5,25.0,False
2023-10-07,P002,STORE_001,0,25.0,False
2023-10-08,P002,STORE_001,5,25.0,False
2023-10-09,P002,STORE_001,10,25.0,False
2023-10-10,P002,STORE_001,8,25.0,False
2023-10-11,P002,STORE_001,8,25.0,False
2023-10-12,P002,STORE_001,9,25.0,True
2023-10-13,P002,STORE_001,0,25.0,False
2023-10-14,P002,STORE_001,4,25.0,False
2023-10-15,P002,STORE_001,9,25.0,False
2023-10-16,P002,STORE_001,8,25.0,False
2023-10-17,P002,STORE_001,6,25.0,False
2023-10-18,P002,STORE_001,10,25.0,False
2023-10-19,P002,STORE_001,5,25.0,False
2023-10-20,P002,STORE_001,7,25.0,False
2023-10-21,P002,STORE_001,6,25.0,False
2023-10-22,P002,STORE_001,7,25.0,False
2023-10-23,P002,STORE_001,6,25.0,False
2023-10-24,P002,STORE_001,9,25.0,False
2023-10-25,P002,STORE_001,0,25.0,False
2023-10-26,P002,STORE_001,10,25.0,False
2023-10-27,P002,STORE_001,4,25.0,False
2023-10-28,P002,STORE_001,7,25.0,False
2023-10-29,P002,STORE_001,0,25.0,False
2023-10-30,P002,STORE_001,8,25.0,False
2023-10-31,P002,STORE_001,9,25.0,False
2023-11-01,P002,STORE_001,10,25.0,False
2023-11-02,P002,STORE_001,10,25.0,False
2023-11-03,P002,STORE_001,10,25.0,False
2023-11-04,P002,STORE_001,8,25.0,False
2023-11-05,P002,STORE_001,6,25.0,False
2023-11-06,P002,STORE_001,7,25.0,False
2023-11-07,P002,STORE_001,11,25.0,False
2023-11-08,P002,STORE_001,10,25.0,False
2023-11-09,P002,STORE_001,8,25.0,False
2023-11-10,P002,STORE_001,9,25.0,False
2023-11-11,P002,STORE_001,5,25.0,False
2023-11-12,P002,STORE_001,10,25.0,False
2023-11-13,P002,STORE_001,6,25.0,False
2023-11-14,P002,STORE_001,15,25.0,False
2023-11-15,P002,STORE_001,0,25.0,False
2023-11-16,P002,STORE_001,6,25.0,False
2023-11-17,P002,STORE_001,9,25.0,False
2023-11-18,P002,STORE_001,7,25.0,False
2023-11-19,P002,STORE_001,26,25.0,False
2023-11-20,P002,STORE_001,0,25.0,False
2023-11-21,P002,STORE_001,8,25.0,False
2023-11-22,P002,STORE_001,16,25.0,True
2023-11-23,P002,STORE_001,14,25.0,False
2023-11-24,P002,STORE_001,10,25.0,False
2023-11-25,P002,STORE_001,8,25.0,False
2023-11-26,P002,STORE_001,7,25.0,False
2023-11-27,P002,STORE_001,7,25.0,False
2023-11-28,P002,STORE_001,9,25.0,False
2023-11-29,P002,STORE_001,11,25.0,False
2023-11-30,P002,STORE_001,12,25.0,False
2023-12-01,P002,STORE_001,14,25.0,True
2023-12-02,P002,STORE_001,12,25.0,False
2023-12-03,P002,STORE_001,10,25.0,False
2023-12-04,P002,STORE_001,9,25.0,False
2023-12-05,P002,STORE_001,11,25.0,False
2023-12-06,P002,STORE_001,12,25.0,False
2023-12-07,P002,STORE_001,12,25.0,False
2023-12-08,P002,STORE_001,11,25.0,False
2023-12-09,P002,STORE_001,7,25.0,False
2023-12-10,P002,STORE_001,9,25.0,False
2023-12-11,P002,STORE_001,13,25.0,False
2023-12-12,P002,STORE_001,10,25.0,False
2023-12-13,P002,STORE_001,8,25.0,False
2023-12-14,P002,STORE_001,7,25.0,False
2023-12-15,P002,STORE_001,7,25.0,False
2023-12-16,P002,STORE_001,8,25.0,False
2023-12-17,P002,STORE_001,10,25.0,False
2023-12-18,P002,STORE_001,8,25.0,False
2023-12-19,P002,STORE_001,14,25.0,False
2023-12-20,P002,STORE_001,11,25.0,False
2023-12-21,P002,STORE_001,11,25.0,False
2023-12-22,P002,STORE_001,10,25.0,False
2023-12-23,P002,STORE_001,7,25.0,False
2023-12-24,P002,STORE_001,12,25.0,True
2023-12-25,P002,STORE_001,14,25.0,False
2023-12-26,P002,STORE_001,12,25.0,False
2023-12-27,P002,STORE_001,15,25.0,False
2023-12-28,P002,STORE_001,12,25.0,False
2023-12-29,P002,STORE_001,12,25.0,False
2023-12-30,P002,STORE_001,9,25.0,False
2023-12-31,P002,STORE_001,10,25.0,False
2024-01-01,P002,STORE_001,0,25.0,False
2024-01-02,P002,STORE_001,11,25.0,False
2024-01-03,P002,STORE_001,7,25.0,False
2024-01-04,P002,STORE_001,13,25.0,False
2024-01-05,P002,STORE_001,10,25.0,False
2024-01-06,P002,STORE_001,8,25.0,False
2024-01-07,P002,STORE_001,8,25.0,False
2024-01-08,P002,STORE_001,15,25.0,False
2024-01-09,P002,STORE_001,12,25.0,False
2024-01-10,P002,STORE_001,18,25.0,True
2024-01-11,P002,STORE_001,13,25.0,False
2024-01-12,P002,STORE_001,16,25.0,True
2024-01-13,P002,STORE_001,10,25.0,False
2024-01-14,P002,STORE_001,8,25.0,False
2024-01-15,P002,STORE_001,15,25.0,True
2024-01-16,P002,STORE_001,12,25.0,False
2024-01-17,P002,STORE_001,13,25.0,False
2024-01-18,P002,STORE_001,15,25.0,False
2024-01-19,P002,STORE_001,45,25.0,False
2024-01-20,P002,STORE_001,9,25.0,False
2024-01-21,P002,STORE_001,8,25.0,False
2024-01-22,P002,STORE_001,10,25.0,False
2024-01-23,P002,STORE_001,15,25.0,False
2024-01-24,P002,STORE_001,13,25.0,False
2024-01-25,P002,STORE_001,15,25.0,True
2024-01-26,P002,STORE_001,9,25.0,False
2024-01-27,P002,STORE_001,11,25.0,False
2024-01-28,P002,STORE_001,9,25.0,False
2024-01-29,P002,STORE_001,15,25.0,False
2024-01-30,P002,STORE_001,13,25.0,False
2024-01-31,P002,STORE_001,12,25.0,False
2024-02-01,P002,STORE_001,10,25.0,False
2024-02-02,P002,STORE_001,14,25.0,False
2024-02-03,P002,STORE_001,10,25.0,False
2024-02-04,P002,STORE_001,10,25.0,False
2024-02-05,P002,STORE_001,12,25.0,False
2024-02-06,P002,STORE_001,15,25.0,False
2024-02-07,P002,STORE_001,14,25.0,False
2024-02-08,P002,STORE_001,15,25.0,False
2024-02-09,P002,STORE_001,9,25.0,False
2024-02-10,P002,STORE_001,8,25.0,False
2024-02-11,P002,STORE_001,9,25.0,False
2024-02-12,P002,STORE_001,12,25.0,False
2024-02-13,P002,STORE_001,13,25.0,False
2024-02-14,P002,STORE_001,13,25.0,False
2024-02-15,P002,STORE_001,14,25.0,False
2024-02-16,P002,STORE_001,9,25.0,False
2024-02-17,P002,STORE_001,13,25.0,False
2024-02-18,P002,STORE_001,40,25.0,False
2024-02-19,P002,STORE_001,12,25.0,False
2024-02-20,P002,STORE_001,16,25.0,False
2024-02-21,P002,STORE_001,13,25.0,False
2024-02-22,P002,STORE_001,13,25.0,False
2024-02-23,P002,STORE_001,13,25.0,False
2024-02-24,P002,STORE_001,10,25.0,False
2024-02-25,P002,STORE_001,8,25.0,False
2024-02-26,P002,STORE_001,12,25.0,False
2024-02-27,P002,STORE_001,9,25.0,False
2024-02-28,P002,STORE_001,17,25.0,False
2024-02-29,P002,STORE_001,13,25.0,False
2024-03-01,P002,STORE_001,11,25.0,False
2024-03-02,P002,STORE_001,13,25.0,False
2024-03-03,P002,STORE_001,9,25.0,False
2024-03-04,P002,STORE_001,14,25.0,False
2024-03-05,P002,STORE_001,13,25.0,False
2024-03-06,P002,STORE_001,10,25.0,False
2024-03-07,P002,STORE_001,16,25.0,False
